id,timestamp,customer_id,message,issue_type,priority,agent_reply
sup_863,2025-10-05T12:22:08.653543,cust_4695,cust_4695: I have an issue: deposit not credited. Urgent,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_864,2025-09-15T12:22:08.653543,cust_4348,cust_4348: I have an issue: missing statement. Thanks,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_865,2025-11-09T12:22:08.653543,cust_1591,cust_1591: I have an issue: need KYC help. Thanks,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_866,2025-09-22T12:22:08.653543,cust_4033,cust_4033: I have an issue: refund request. Need assistance,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_867,2025-11-03T12:22:08.653543,cust_1577,cust_1577: I have an issue: need KYC help. Urgent,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_868,2025-09-02T12:22:08.653543,cust_2065,cust_2065: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_869,2025-10-27T12:22:08.653543,cust_2187,cust_2187: I have an issue: missing statement. Need assistance,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_870,2025-09-12T12:22:08.653543,cust_1098,cust_1098: I have an issue: account locked. Please help,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_871,2025-09-27T12:22:08.653543,cust_646,cust_646: I have an issue: how to change bank details. Need assistance,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_872,2025-10-25T12:22:08.653543,cust_1378,cust_1378: I have an issue: error on mobile app. Thanks,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_873,2025-10-18T12:22:08.653543,cust_3453,cust_3453: I have an issue: transaction failed. Urgent,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_874,2025-09-17T12:22:08.653543,cust_894,cust_894: I have an issue: need KYC help. Need assistance,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_875,2025-08-18T12:22:08.653543,cust_4399,cust_4399: I have an issue: missing statement. Please help,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_876,2025-10-11T12:22:08.653543,cust_306,cust_306: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_877,2025-09-23T12:22:08.653543,cust_2386,cust_2386: I have an issue: refund request. Please help,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_878,2025-10-21T12:22:08.654541,cust_2466,cust_2466: I have an issue: transaction failed. Please help,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_879,2025-11-12T12:22:08.654541,cust_755,cust_755: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_880,2025-10-22T12:22:08.654541,cust_1346,cust_1346: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_881,2025-10-08T12:22:08.654541,cust_2096,cust_2096: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_882,2025-10-05T12:22:08.654541,cust_4893,cust_4893: I have an issue: error on mobile app. Urgent,error on mobile app,high,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_883,2025-10-25T12:22:08.654541,cust_2277,cust_2277: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_884,2025-10-15T12:22:08.654541,cust_490,cust_490: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_885,2025-10-30T12:22:08.654541,cust_2116,cust_2116: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_886,2025-09-05T12:22:08.654541,cust_268,cust_268: I have an issue: account locked. Need assistance,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_887,2025-10-25T12:22:08.654541,cust_4803,cust_4803: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_888,2025-11-13T12:22:08.654541,cust_3044,cust_3044: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_889,2025-09-23T12:22:08.654541,cust_2874,cust_2874: I have an issue: deposit not credited. Urgent,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_890,2025-11-02T12:22:08.654541,cust_3417,cust_3417: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_891,2025-09-28T12:22:08.654541,cust_4915,cust_4915: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_892,2025-08-29T12:22:08.654541,cust_2771,cust_2771: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_893,2025-09-05T12:22:08.654541,cust_4529,cust_4529: I have an issue: error on mobile app. Thanks,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_894,2025-09-17T12:22:08.654541,cust_1131,cust_1131: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_895,2025-09-26T12:22:08.654541,cust_3899,cust_3899: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_896,2025-09-16T12:22:08.654541,cust_971,cust_971: I have an issue: how to change bank details. Urgent,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_897,2025-11-01T12:22:08.654541,cust_3113,cust_3113: I have an issue: transaction failed. Need assistance,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_898,2025-09-05T12:22:08.654541,cust_1231,cust_1231: I have an issue: unable to trade. Urgent,unable to trade,high,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_899,2025-09-16T12:22:08.654541,cust_4800,cust_4800: I have an issue: how to change bank details. Thanks,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_900,2025-09-10T12:22:08.654541,cust_4580,cust_4580: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_901,2025-08-16T12:22:08.654541,cust_2723,cust_2723: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_902,2025-08-29T12:22:08.654541,cust_3153,cust_3153: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_903,2025-10-25T12:22:08.654541,cust_4357,cust_4357: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_904,2025-09-01T12:22:08.654541,cust_3948,cust_3948: I have an issue: need KYC help. Need assistance,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_905,2025-11-04T12:22:08.654541,cust_1953,cust_1953: I have an issue: error on mobile app. Need assistance,error on mobile app,high,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_906,2025-10-16T12:22:08.654541,cust_1585,cust_1585: I have an issue: account locked. Please help,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
